"466209108,2026-09-24T12:04:38Z,1405/07/02 15:34,gholami,gholami1355,quote,هم انرژی هسته ای هست هم تنگه هرمز \nایران گفته ما نیابتی نداریم"
"a0e26e07-4796-42c1-87b4-531b65dafc08,,,,,all,"
"466209102,2026-09-24T12:03:21Z,1405/07/02 15:33,Lester,lester1999,twit,#وگردش"
"466209091,2026-09-24T12:01:51Z,1405/07/02 15:31,امپراطور,ghahremani,quote,قطعا همینه دوست عزیز قدر این سهمو بدانید که طلای ۲۴ عیاره تا میتونید اضافه کنید اگه راه داد .به دید بلند مدت .سال دیگه این سهم چه شود .معادن طلا .نقره .ووووووتو سبدش ی هلدینگ شرکت است .بخرین عاقبت بخیر بشین .پولدار باشین🥰"
"466209083,2026-09-24T12:01:21Z,1405/07/02 15:31,mahchehre,m.mahchehre213,twit,#رمپنا \nسلام دوستان من یه چیزی متوجه نشدم میشه راهنمایی کنید الان فقط حق تقدم به پرتفوی اضافه شده و سهام جایزه اضافه نشده؟ بعد اضافه میشه؟چجوری!!"
"466209066,2026-09-24T11:58:58Z,1405/07/02 15:28,shahin,shahin100,twit,#شپلی بورس لعنتی رانتی ، پیرمون کرد . دیگه چیزی هم از این عمر بیفایده نمونده ."
"466209062,2026-09-24T11:58:53Z,1405/07/02 15:28,فقط شپلی,nor16464,quote,بارکاالله چه کارشناسیه دقیقی حتی ثانیه ودقیقشو هم میگه"
"466209058,2026-09-24T11:58:28Z,1405/07/02 15:28,mohamadreza,mohamadrezaakba,quote,#دانا بعد مجمع سهام خریدم....\nنگفتی بفروشم یا دوباره باز هم بخرم؟؟؟\nحالا شما تو مجمع تخم طلایی گذاشتی 🤣🤣🤣🤣شما مجمع  می رفتی یا نمی رفتی همین اش همین کاسه بودش🤣\n🤣🤣\nنمی رفتی بهتر بودش  یا این که شما سهامدار نبودی  این سهم شاید در شهریور ماه که بازار مثبت بود یک تکانی میخورد و بالای 500 میرفتش ....مزاحم اصلی عدم رشد سهم شما هستی که رفتی مجمع تخم طلا گذاشتی😁"
"466209045,2026-09-24T11:56:11Z,1405/07/02 15:26,hamed,hamed_1742,quote,#شاخص_بورس \nخدایی تو ارسال سفارش هیچکدوم به گرد کارگزاری فارابی نمی‌رسه \n۱۰ میلیون سهم هم بخوایی سفارش بزنی با یه کلیک خودش الگوریتمی ارسال میکنه\nمثل مفید و آگاه نیست که باید ۲۰ تا سفارش درست کنی بعد ارسال کنی اون وسط هم چنتش به مشکل بخوره"
"466209025,2026-09-24T11:52:00Z,1405/07/02 15:22,کانیجیا,danpetresko,twit,#های_وب سهمی برای همه فصول\nالبته از اونوری"
"466209014,2026-09-24T11:50:30Z,1405/07/02 15:20,محمد,mo565986,quote,هدف اول دیده شد"
