"465501946,2026-08-26T07:26:09Z,1405/06/04 10:56,مبتدی,rahi1366,twit,#اروند \nاشتباه میکنید اروند سهم چرتی هست... الکی مردم را بیچاره نکنید من خودم منطقه ویژه ماهشهر مشغولم بدترین شرکت منطقه هست"
"465501934,2026-08-26T07:25:45Z,1405/06/04 10:55,علی Predator,ali1ok,quote,#وگستر    ***   فرصت  ***"
"465501930,2026-08-26T07:25:36Z,1405/06/04 10:55,عارف,aref1313,twit,فاذر \nافزایش سرمایه جذاب ۴۱۷ درصدی \nقیمت فعلی ۱۵۹\nگزینه خوب برای سرمایه گذاری"
"465501927,2026-08-26T07:25:32Z,1405/06/04 10:55,خان بزرگ۲,san64,twit,#کباده چقدر این بازیگر سهم رو ذلیل کرد..چند روز پیش راحت میرفت تو کانال 2000 شارپ و از همونجا تا 2600 شارپ می تونست بزنه که بازیگر با فروش 5 میلیونی صف رو داد ..الانم صبح با یه دکمه قفل صف خرید میتونست بکنه که باز سهم رو ذلیل کرد تو بازار خوب سهم رو پرواز می دهند نه اینکه تو سرش بزنن"
"465501923,2026-08-26T07:25:30Z,1405/06/04 10:55,طالب,1taleb,quote,پانزده ولی به هر کد بیشتر از 4تومن نمیرسه"
"465501914,2026-08-26T07:24:59Z,1405/06/04 10:54,Shayan,shayansar11233,quote,از قبل \n۲روز پیش"
"465501905,2026-08-26T07:24:49Z,1405/06/04 10:54, صدر,sadra,twit,#فایرا  الان داره فرصت خرید خوبی میده \nشاید اخرین لخظات خرید باشه"
"465501901,2026-08-26T07:24:44Z,1405/06/04 10:54,mohsen1353,mhd13531055,twit,#زفجر گزارشات زقیام و زفارس هم خوب خواهد بود"
"465501892,2026-08-26T07:24:29Z,1405/06/04 10:54,Aftn123,for10467,twit,#فاذر من مرداد۴۰۳ شستاداشتم ۸۰تومن فاذرم ۸۰بودالان شستابالای۲۹۰ هست فاذرزورمیزنه برای ۱۶۰ بببنیدچقدرسهم عقب افتاده ست واین بایدجبران شودیه روزی عقب افتادگیش...."
"465501888,2026-08-26T07:24:21Z,1405/06/04 10:54,تحلیل بنیادی,shepdis,twit,#دقاضی چی شد بفروشید دیگه چند میلیون برگ سهم بزارید صفر تابلو خریدارم"
